"post_id","name","cluster","x","y","z"
"11472","latch onto","89","-6.729394436","-22.524681090","1.980038643"
"11474","late model","64","-26.864011760","24.972015380","-9.179958344"
"11476","lathered up","52","-1.565712214","-5.030112743","30.239786150"
"11478","laugh all the way to the bank","86","32.596057890","-1.411461115","-15.345982550"
"11480","laugh a minute","22","-3.541065693","42.020687100","31.207601550"
"11482","laughing stock","60","24.533136370","2.920583487","11.974534990"
"11484","laugh in one's sleeve","5","20.696466450","-22.259025570","-10.987889290"
"11486","laugh one's head off","52","20.845474240","-2.105041742","20.742147450"
"11488","laugh out of court","4","24.807678220","-0.111796193","10.671652790"
"11490","laugh up one's sleeve","5","20.711503980","-21.443155290","-10.726522450"
"11492","laundry list","49","1.194462419","-52.532791140","18.326972960"
"11494","law of the jungle","14","17.970470430","-31.036170960","32.899391170"
"11496","lay odds","33","11.408324240","-6.177994251","-32.128772740"
"11498","lay a finger on","71","14.806015010","-35.440204620","-3.806577682"
"11500","lay an anchor to the windward","13","11.461667060","-8.982136726","-22.272932050"
"11502","lay an egg","13","16.764665600","-8.557620049","13.707910540"
"11504","lay at someone's door","71","-10.251118660","-35.562076570","-23.694017410"
"11506","lay by the heels","68","-44.466953280","-7.704464436","3.603482485"
"11508","lay down the law","12","-14.775695800","-36.985824580","5.513901234"
"11510","lay down the marker","7","-15.194363590","-38.390472410","4.631846905"
"11512","lay eggs","39","17.516359330","-8.530911446","13.835841180"
"11514","lay eyes on","20","-3.314757347","10.456048970","-1.382799506"
"11516","lay hands on","9","13.376131060","-35.184783940","-3.882006884"
"11518","lay it on thick","61","-28.234272000","-25.836402890","-3.406499386"
"11520","lay off","31","-16.075572970","-13.323233600","2.356280327"
"11522","lay of the land","89","-16.121068950","-9.524598122","-30.404869080"
"11524","lay on","71","-27.402889250","-25.627096180","-2.911940575"
"11526","lay on the line","33","-4.975931644","-14.285585400","-7.283081055"
"11528","lay over","68","-25.502012250","-25.284694670","-1.642923474"
"11530","lay rubber","24","-32.735610960","-14.358928680","-25.501190190"
"11532","lay something at the feet of","71","-9.157616615","-36.458488460","-22.645809170"
"11534","lay store by","53","-43.181083680","-30.879747390","-10.265865330"
"11536","lay the groundwork","39","-15.930650710","-8.803153038","-28.695989610"
"11538","lay to rest","11","-8.467133522","19.942304610","-29.030900960"
"11540","L-bomb","36","39.779518130","-12.943995480","7.686794281"
"11542","lead a cat-and-dog life","13","7.869503498","13.003080370","11.732796670"
"11544","lead by the nose","9","2.914912462","-29.695276260","-2.142385483"
"11546","leading light","87","-23.425239560","10.631877900","1.800747752"
"11548","lead nowhere","42","-1.876777887","38.732326510","1.974294543"
"11550","lead on","25","6.690383911","-33.566257480","-37.942600250"
"11552","lead someone up the garden path","61","6.419835567","-33.528911590","-38.788814540"
"11554","lead the line","51","-23.526464460","10.749835010","0.447224677"
"11556","lead time","22","-32.176929470","11.574322700","-7.697310448"
"11558","lead up to","39","-30.707258220","11.511336330","-7.289881229"
"11560","lead with one's chin","37","0.749491870","-24.032146450","-3.586438656"
"11562","leaps and bounds","24","-35.687236790","2.339623690","-8.643114090"
"11564","leap to mind","43","-17.375600810","10.684237480","-18.373424530"
"11566","learn to walk before one can run","25","-46.695743560","-6.228965759","-25.557638170"
"11568","least said, soonest mended","27","11.311922070","44.544013980","-10.059715270"
"11570","leather-lunged","35","19.495601650","-14.104395870","-23.005735400"
"11572","leather working","49","18.561712270","-16.303638460","-23.790393830"
"11574","leave no stone unturned","15","-11.833917620","5.065830231","-34.769851680"
"11576","leave a sour taste in one's mouth","4","25.942316060","-27.555227280","12.378274920"
"11578","leave at the door","31","-14.168909070","-29.179506300","-20.077051160"
"11580","leave behind","83","-14.719448090","-28.647510530","-19.094257350"
"11582","leave home","57","-16.673400880","-23.182167050","-16.040185930"
"11584","leave it all on the field","85","-10.295095440","7.997757435","-36.795360570"
"11586","leave it at that","11","-4.712326527","27.407106400","-30.149034500"
"11588","leave it be","27","-3.058529615","28.843090060","-29.329557420"
"11590","leave no crumbs","18","28.777313230","-2.932972431","-30.820463180"
"11592","leave off","31","-15.960408210","-11.751189230","1.814346790"
"11594","leave on","68","-18.334079740","-12.245012280","0.248443320"
"11596","leave someone high and dry","71","-13.984384540","-21.716514590","8.399298668"
"11598","leave someone holding the baby","71","-17.499664310","-22.553276060","9.044610977"
"11600","leave someone in the lurch","71","-15.179847720","-22.967267990","7.889589787"
"11602","leave someone out in the cold","31","-29.259836200","6.451657295","31.772445680"
"11604","leave someone to their own devices","71","1.424581409","-19.119245530","-14.075932500"
"11606","leave something to be desired","44","-4.600132465","31.574199680","-30.132041930"
"11608","leave the ball in someone's court","9","5.962423801","-24.303615570","-11.035218240"
"11610","leave the door open","68","-9.601901054","-27.584251400","-22.685585020"
"11612","left-handed compliment","60","30.887674330","14.028729440","40.694461820"
"11614","left turn","77","-25.005084990","-6.164799690","-8.238525391"
"11616","legal beagle","40","6.723155975","35.634521480","21.645507810"
"11618","legal duty","12","11.607838630","-0.183167353","-51.835636140"
"11620","legend in one's own lifetime","72","-25.989978790","40.648159030","4.417267323"
"11622","legend in one's own lunchtime","29","-25.873146060","40.954872130","3.658247471"
"11624","lemon law","79","28.710645680","-16.379543300","0.107244790"
"11626","lend a hand","71","10.931497570","-29.964694980","-14.794358250"
"11628","lend an ear","71","-7.534729958","12.468095780","-8.549467087"
"11630","lend itself to","16","11.827692990","-28.705928800","-16.505983350"
"11632","les jeux sont faits","38","-3.701598883","17.587568280","-33.946151730"
"11634","lesser of two evils","69","17.390979770","10.906127930","-38.966938020"
"11636","let alone","44","13.632040020","40.889644620","-6.583347797"
"11638","let bygones be bygones","27","-5.351873398","32.686088560","-35.591728210"
"11640","let down","32","0.934105992","-35.323032380","-12.822870250"
"11642","let drive","9","-0.533938706","-29.239198680","-16.687896730"
"11644","let fly","30","-0.274828970","-31.227684020","-17.512531280"
"11646","let go and let God","27","-0.767660141","28.644586560","-31.049430850"
"11648","let it all hang out","66","-2.569354773","-32.304939270","-18.027374270"
"11650","let it be","27","-2.079634190","28.584867480","-29.209568020"
"11652","let loose","56","-1.388195634","-32.133811950","-15.859861370"
"11654","let nature take its course","27","-0.149117723","27.503240590","-28.442199710"
"11656","let off","31","-0.211167365","-32.946819310","-13.777234080"
"11658","let on","76","1.936355114","-36.570011140","-16.852069850"
"11660","let one go","30","-1.993244052","-34.921802520","-14.405364990"
"11662","let oneself go","11","-3.387614965","-35.266788480","-16.889646530"
"11664","let one's hair down","58","-2.166034698","-33.667556760","-16.755279540"
"11666","let-out","7","0.563127339","-32.987785340","-15.535685540"
"11668","let's be having you","16","-3.976791382","17.681982040","-24.298875810"
"11670","let's get the party started","39","-19.647851940","-15.030458450","-25.333484650"
"11672","let's get this circus on the road","39","-20.934146880","-15.651415820","-24.320840840"
"11674","let sleeping dogs lie","18","-2.996204853","28.257848740","-27.161949160"
"11676","let slide","83","-0.304674149","-38.929592130","-17.308786390"
"11678","let slip","76","1.199012041","-38.931362150","-16.193326950"
"11680","let's not and say we did","18","3.485643148","44.909805300","3.877191544"
"11682","let someone down gently","82","1.173776984","-35.305980680","-12.006984710"
"11684","let someone go","11","-3.094835997","-34.064659120","-13.183387760"
"11686","let someone have it","63","11.701599120","-7.582025051","2.964062214"
"11688","let something slip","76","1.476265550","-38.368801120","-16.780458450"
"11690","letters after one's name","40","7.300887108","27.534383770","31.070539470"
"11692","let the cat out of the bag","76","17.264345170","-7.810847282","-10.396297450"
"11694","let the chips fall where they may","33","0.413947612","26.614433290","-28.736131670"
"11696","let the grass grow under one's feet","15","-42.065090180","-8.485835075","-1.233558893"
"11698","let the perfect be the enemy of the good","44","-4.031950474","32.454010010","-29.251688000"
"11700","let well alone","27","-2.578754902","30.132747650","-28.447593690"
"11702","level best","46","-10.561344150","6.317064762","-40.199871060"
"11704","level-headed","80","-22.249214170","-4.931270123","21.023569110"
"11706","level off","11","-45.836486820","-18.181791310","-18.058113100"
"11708","level to the ground","34","-13.161915780","-39.462280270","18.197462080"
"11710","level with","12","17.427965160","0.138478115","-11.926423070"
"11712","libel chill","80","-23.418714520","-0.801045895","33.739139560"
"11714","licence to print money","73","31.843297960","-1.145859480","-19.103755950"
"11716","lick and a promise","24","-29.044694900","11.403643610","24.566825870"
"11718","lick into shape","59","-30.181713100","-42.378978730","1.807982922"
"11720","lick my balls","36","42.370338440","1.621435761","11.286921500"
"11722","lick one's chops","41","-28.236124040","10.831080440","23.602991100"
"11724","lick one's wounds","82","-27.347072600","10.257296560","22.566215520"
"11726","lick out","78","-30.323511120","12.250806810","25.505323410"
"11728","lick someone's ass","4","41.628990170","1.977263212","8.173344612"
"11730","lick someone's balls","36","42.401809690","1.349146008","10.079978940"
"11732","lick the pants off","48","7.643537521","-34.684871670","21.758737560"
"11734","lie at someone's door","71","-11.242149350","-35.726551060","-23.809675220"
"11736","lie back and think of England","18","-36.586410520","-26.243303300","28.078533170"
"11738","lie before","82","-44.819713590","-0.190791100","-22.425737380"
"11740","lie ill in one's mouth","41","24.172212600","-29.467020030","10.911078450"
"11742","lie in one's throat","50","26.746242520","-6.281322002","-8.360491753"
"11744","lie through one's teeth","35","26.926145550","-5.487505436","-8.683259964"
"11746","life and soul of the party","23","-9.221530914","30.009265900","19.565797810"
"11748","life is too short","22","-34.229492190","9.335442543","-13.943243030"
"11750","life of Riley","86","-11.302601810","30.159608840","15.525418280"
"11752","life of the party","23","-8.406864166","30.089401250","19.251325610"
"11754","life's a bitch","1","7.028272152","15.783997540","10.390429500"
"11756","lift all boats","0","-19.439064030","-12.834844590","-14.561621670"
"11758","lift one's game","46","-20.963480000","-14.120630260","-12.818916320"
"11760","lift someone's spirits","86","-27.861881260","-29.657215120","14.636993410"
"11762","light up","39","-16.301473620","22.344413760","5.268967152"
"11764","light a fire under","39","-12.058869360","-7.421928883","34.770332340"
"11766","light at the end of the tunnel","1","-16.849601750","21.548324580","-0.160156041"
"11768","light bucket","60","12.133654590","3.924925327","32.005332950"
"11770","lighten someone's purse","79","22.155261990","-26.289478300","-23.896827700"
"11772","lighten up","58","-17.945917130","18.942438130","6.059858322"
"11774","light in the loafers","70","18.732833860","-46.993675230","11.097334860"
"11776","lightning fast","43","-32.862377170","1.460433125","-21.551755910"
"11778","lightning in a bottle","0","-34.312343600","1.924640179","-20.148859020"
"11780","lightningly","43","-34.033382420","2.035958529","-22.518714900"
"11782","lightning-quick","43","-32.856636050","2.459655285","-21.955911640"
"11784","light skirt","36","28.968845370","3.786305189","39.815731050"
"11786","light the blue touchpaper","39","-14.030499460","-6.874611378","34.666854860"
"11788","like it or lump it","27","3.511626244","28.735321040","-24.124958040"
"11790","like a bull at a gate","85","-25.301908490","-27.668802260","20.863430020"
"11792","like a champ","46","7.297031879","15.766257290","18.817575450"
"11794","like a chicken with the pip","1","6.848141670","5.256374359","29.442087170"
"11796","like a demon","85","5.998163223","16.837104800","18.877656940"
"11798","like a duck takes to water","40","9.864508629","-46.533866880","-21.156373980"
"11800","like a duck to water","1","10.302351000","-45.579467770","-20.463346480"
"11802","like a phoenix from the ashes","25","-44.231388090","-10.593875890","-17.732263570"
"11804","like cheese at fourpence","8","33.747932430","10.739067080","-23.512369160"
"11806","like mother, like daughter","6","13.290245060","13.329076770","-18.346868520"
"11808","like no other","21","9.388512611","18.458520890","21.817438130"
"11810","like one's life depended on it","33","-15.418950080","30.480350490","18.941308980"
"11812","like someone owns the place","19","11.734047890","-26.986745830","-22.683511730"
"11814","like talking to a wall","35","-16.119878770","-0.381771922","24.329795840"
"11816","like that","47","13.732869150","17.419712070","-17.026556020"
"11818","like the cat that got the cream","86","14.412281990","14.475840570","9.991352081"
"11820","like there is no tomorrow","22","-32.710304260","13.071411130","-13.569538120"
"11822","like the sound of one's own voice","35","22.984077450","-9.414149284","-20.868566510"
"11824","like water off a duck's back","27","-1.511033177","49.859569550","3.739024639"
"11826","lily-livered","37","7.241992474","9.336098671","50.734916690"
"11828","line of fire","1","-7.714333057","-13.989094730","-5.703710079"
"11830","line in the sand","88","-6.974965096","-10.657351490","-6.332664490"
"11832","line one's pockets","79","16.513734820","-29.716255190","-10.518574710"
"11834","Lion of Judah","19","8.831541061","13.560906410","49.281330110"
"11836","lion-hearted","37","8.709390640","10.218228340","50.332107540"
"11838","lion's den","1","10.549951550","9.470071793","48.913608550"
"11840","lion's share","73","15.419064520","3.565454483","-25.567760470"
"11842","lip service","35","13.434635160","-4.157382011","-44.891746520"
"11844","liquid courage","41","0.632813215","3.726989746","49.835418700"
"11846","listen up","20","-10.427615170","11.167808530","-8.041317940"
"11848","little-ease","80","1.849275589","-4.857152939","7.697693825"
"11850","little emperor","87","10.207726480","15.495448110","40.374458310"
"11852","little head","67","11.838696480","-0.492478997","41.503582000"
"11854","little old","8","29.662784580","12.352958680","-12.022245410"
"11856","little pitcher","14","34.978782650","11.277204510","-10.387231830"
"11858","little strokes fell great oaks","0","-17.879058840","18.241401670","-44.104728700"
"11860","live a lie","61","26.714057920","3.629493237","-6.023458481"
"11862","live and die by","53","-17.835676190","26.868276600","15.579778670"
"11864","live and let live","27","-18.893013000","31.785615920","13.091556550"
"11866","live beyond one's means","79","37.718227390","0.029121505","-14.760378840"
"11868","live in sin","36","-16.642738340","32.949916840","10.253701210"
"11870","live in the past","64","-33.212963100","19.522907260","-5.496189117"
"11872","live in the shadow of","19","-19.192394260","28.862155910","8.567973137"
"11874","live it up","86","-12.372253420","27.559511180","14.182797430"
"11876","live large","73","-11.800047870","27.381490710","12.852781300"
"11878","live off","73","-18.821657180","27.567739490","12.903964040"
"11880","live on","53","-18.434392930","27.876758580","13.859388350"
"11882","live one","29","-14.832815170","28.558424000","14.634758000"
"11884","live on the edge","33","-15.739267350","28.810592650","13.877213480"
"11886","live over the brush","13","-15.947434430","30.076318740","11.930003170"
"11888","live paycheck to paycheck","73","38.499813080","-0.342692643","-13.098196980"
"11890","live rent-free in someone's head","63","-38.803646090","21.910884860","23.330469130"
"11892","live rent-free in someone's mind","65","-39.139678960","21.553285600","23.892242430"
"11894","live the dream","86","-13.408525470","26.828815460","14.749304770"
"11896","live to tell the tale","76","-19.586729050","29.166919710","15.415115360"
"11898","live with","53","-18.353878020","31.217290880","12.476780890"
"11900","living death","3","-17.108171460","22.702474590","26.169204710"
"11902","living end","86","-11.940807340","26.728593830","17.682693480"
"11904","living proof","47","24.770879750","32.959506990","-15.231369020"
"11906","loaded for bear","37","-22.754297260","-27.320348740","10.898645400"
"11908","loaded language","7","27.482711790","13.978988650","16.480886460"
"11910","loaded word","72","27.572019580","14.610634800","16.151678090"
"11912","load of shit","60","36.521457670","9.702616692","16.886396410"
"11914","load up","59","-2.116756678","-38.168846130","-28.492095950"
"11916","loaf about","15","-35.512825010","-19.136135100","-10.066176410"
"11918","loaf around","15","-35.329399110","-18.815776820","-9.183463097"
"11920","locker room humor","36","27.887079240","4.043798447","18.445335390"
"11922","lock horns","4","7.327688694","-39.554016110","2.337608814"
"11924","lock into","16","-7.404157639","-23.242586140","3.694013834"
"11926","log off","11","-22.616916660","-1.064318061","-41.494613650"
"11928","lone gunman","74","-1.964971185","-18.113340380","-11.018225670"
"11930","lone it","29","0.326146364","-18.141496660","-11.446249960"
"11932","long arm","87","18.032953260","-35.856433870","-26.336830140"
"11934","long arm of the law","19","17.732572560","-35.193630220","-26.219135280"
"11936","long drink","41","-2.056100130","-3.200172186","49.995018010"
"11938","long finger","68","-47.694221500","-6.784840584","-0.219442353"
"11940","long green","73","35.343738560","5.261385918","-16.762372970"
"11942","long haul","49","-36.699607850","25.998414990","-12.164840700"
"11944","long in the tooth","64","-27.883119580","28.270605090","2.352552176"
"11946","long odds","44","6.271401882","37.946994780","-5.550642490"
"11948","long pork","41","41.461299900","-22.649978640","1.197916269"
"11950","long row to hoe","49","-17.932849880","-15.839139940","31.041522980"
"11952","long run","64","-35.586288450","24.112497330","-13.497586250"
"11954","long screwdriver","14","8.702112198","-46.912323000","18.229120250"
"11956","long shot","44","5.742244720","39.339920040","-6.068288803"
"11958","long since","64","-31.613832470","25.978988650","-6.873412132"
"11960","long story short","47","11.869318960","22.213016510","-40.783020020"
"11962","long time","64","-34.310062410","27.300392150","-11.827252390"
"11964","long time no hear","64","-31.812805180","27.023870470","-9.904635429"
"11966","long time no see","64","-31.137557980","27.287826540","-10.412308690"
"11968","look as if one had lost a shilling and found sixpence","79","46.179355620","7.111480713","-20.583263400"
"11970","look as if one has lost a shilling and found sixpence","79","46.550430300","7.639190674","-20.841455460"
"11972","look before one leaps","33","-45.019317630","0.092033990","-24.180728910"
"11974","look down on","34","-2.241972446","-28.639997480","13.948430060"
"11976","look down one's nose","20","24.789764400","-6.031627178","25.008962630"
"11978","look down upon","34","-2.547472239","-28.063827510","14.408847810"
"11980","look for a dog to kick","4","2.066967010","-30.912002560","14.103542330"
"11982","look for number one","29","-19.301219940","20.018215180","-5.139130592"
"11984","look forward to","22","-36.627342220","-4.221304417","3.370575190"
"11986","look here","20","-4.307129383","7.068734169","-4.763983727"
"11988","look-in","16","0.177116513","-8.339879036","-23.089492800"
"11990","look into","89","0.361557513","-6.675306797","-22.198009490"
"11992","look like","62","15.521071430","14.022709850","-16.787830350"
"11994","look off","83","-8.200704575","11.012391090","3.485074997"
"11996","look on","20","-7.518447399","11.101933480","5.086714745"
"11998","look out","20","-10.709531780","4.699517250","-0.530964255"
"12000","look out for number one","29","-18.751205440","20.521816250","-5.248245716"
"12002","look over one's shoulder","20","-8.997911453","5.194135666","-0.012318698"
"12004","look the other way","83","-16.838726040","9.820114136","7.977060795"
"12006","look the part","12","15.726144790","13.528768540","-15.693392750"
"12008","look through","89","0.659405768","-5.579642773","-23.705303190"
"12010","look to","89","2.117539167","-6.485370636","-20.791461940"
"12012","look up","89","1.450992703","-5.174233913","-21.778099060"
"12014","look up and down","20","3.624122620","-6.050496578","-23.632211690"
"12016","look what the cat's dragged in","13","19.731330870","16.177503590","12.974481580"
"12018","loom large","13","16.029224400","29.450428010","14.763488770"
"12020","loose cannon","74","7.004715443","-14.844831470","39.637836460"
"12022","loose change","8","37.920856480","8.601227760","-17.661981580"
"12024","loose end","38","-6.572375774","-11.045011520","-49.941383360"
"12026","loose ends","7","-6.245671272","-10.207402230","-50.832660680"
"12028","loose lip","35","22.693597790","-12.060081480","-12.084399220"
"12030","loosen someone's tongue","63","21.504137040","-11.376238820","-12.676027300"
"12032","loosen the apron strings","65","23.006889340","-28.227724080","-22.152172090"
"12034","loosen the purse strings","65","22.148199080","-27.054489140","-22.811454770"
"12036","Lord's Supper","72","2.091513157","56.301929470","-7.206242561"
"12038","lord it over","9","6.066485405","14.884228710","40.833465580"
"12040","lord of the flies","14","18.403862000","-30.440120700","33.914291380"
"12042","Lord willing and the creek don't rise","44","13.032240870","44.051734920","6.165748119"
"12044","lose face","82","0.688036144","-16.687917710","1.829387665"
"12046","lose ground","32","-17.684856410","-5.597576618","-27.567876820"
"12048","lose it","52","8.972425461","-5.259537697","36.460205080"
"12050","lose one's cool","52","8.678177834","-6.871964931","35.660232540"
"12052","lose one's head","10","9.510075569","-4.096387386","38.609317780"
"12054","lose one's mind","52","8.441811562","-5.317667007","38.001453400"
"12056","lose one's shirt","79","14.387473110","-8.140808105","36.311927800"
"12058","lose one's shit","52","10.205017090","-6.963841915","36.385227200"
"12060","lose one's temper","52","9.051506996","-7.368597984","34.716110230"
"12062","lose one's touch","10","-11.928061490","11.315224650","19.387226100"
"12064","lose one's wits","10","9.613737106","-6.065675259","38.762660980"
"12066","lose the bell","11","-7.176573277","26.622091290","-14.406805990"
"12068","lose the number of one's mess","10","11.410253520","-4.769548893","36.152141570"
"12070","lose touch","83","-11.779956820","11.364391330","18.469629290"
"12072","loss of face","60","0.989102900","-17.271165850","2.423115492"
"12074","lost cause","42","-20.897171020","13.333740230","27.186662670"
"12076","lost errand","15","4.302503586","8.404161453","15.496537210"
"12078","lost in the shuffle","83","-9.267743111","6.601892948","15.648759840"
"12080","lost in translation","83","-8.520992279","7.920843601","18.928850170"
"12082","lost on","83","-8.793075562","7.631055832","18.011785510"
"12084","lost soul","80","11.724027630","-6.684163570","41.115497590"
"12086","lots of luck in your senior year","44","5.734400272","30.952697750","-0.320365220"
"12088","louse up","28","5.536363125","-10.099649430","17.909694670"
"12090","love at first sight","43","-20.865957260","42.777668000","6.680527687"
"12092","love goggles","62","45.859825130","-11.947005270","-17.561689380"
"12094","love muscle","36","51.492240910","-4.749015331","12.993721960"
"12096","love nest","70","-14.943037990","35.809230800","7.935278416"
"12098","love of one's life","6","-18.228700640","42.683464050","7.185091972"
"12100","low blow","4","10.828731540","-28.525527950","11.748004910"
"12102","low-down","54","-19.282730100","-0.092892088","6.172266006"
"12104","lower one's sights","29","-19.559413910","-40.792453770","1.782184362"
"12106","lower the bar","34","-18.591600420","-40.566123960","2.498093367"
"12108","lower the boom","54","-14.361747740","-34.099205020","12.485570910"
"12110","low-hanging fruit","26","6.077044964","8.533501625","-28.011560440"
"12111","low on the totem pole","34","4.571529865","13.956953050","34.601589200"
"12113","low road","61","-5.681673527","14.194503780","39.544483180"
"12115","lubrication payment","65","40.797794340","-5.858108521","-26.797567370"
"12117","luck of the draw","84","-0.374297917","27.358242030","-3.280173302"
"12119","luck out","84","2.187354326","25.098352430","-4.193010807"
"12121","lucky break","84","1.719072700","23.547866820","-6.064317226"
"12123","lucky dip","84","-1.536296487","26.268255230","-3.552760363"
"12125","lucky dog","84","1.077979803","25.646800990","-6.898609161"
"12127","lucky duckling","84","0.048502203","25.588060380","-5.992072105"
"12129","lucky star","84","0.575016856","27.118818280","-8.546130180"
"12131","lump to one's throat","80","24.567640300","-27.147478100","20.001598360"
"12133","lump in one's throat","80","24.046077730","-27.170890810","20.700695040"
"12135","lunatics have taken over the asylum","10","6.827436447","-9.404143333","39.900005340"
"12137","made for each other","6","5.389152050","-10.836494450","-42.696395870"
"12139","made in China","26","3.180203676","32.890247340","43.646812440"
"12141","made in Japan","26","2.984767437","33.474124910","43.277717590"
"12143","made in the shade","18","-19.504041670","29.176616670","7.380138397"
"12145","made of sterner stuff","37","-24.876598360","-11.574673650","24.873678210"
"12147","mad money","73","36.956726070","7.419404984","-19.991615300"
"12149","magic asterisk","72","9.187213898","20.081649780","0.810212135"
"12151","magic box","84","9.524711609","17.098529820","0.550408900"
"12153","magic bullet","26","9.481994629","18.500108720","1.595432878"
"12155","mail it in","42","8.570800781","6.685984612","-21.347137450"
"12157","main character","87","13.231106760","22.159420010","30.539140700"
"12159","main man","87","13.804743770","22.449388500","29.706275940"
"12161","Main Street","19","3.038212061","29.897090910","30.830173490"
"12163","make a better door than a window","61","-6.486119270","-1.206454635","-40.529174800"
"12165","make a big thing out of","21","27.153614040","4.141735554","0.181263685"
"12167","make a break for it","57","-20.751506810","-21.133594510","-9.241470337"
"12169","make a career of","29","-10.233358380","-0.308051378","-32.382076260"
"12171","make a clean breast","66","22.016222000","-13.529029850","-7.358878136"
"12173","make a difference","39","-7.813580990","-3.024446726","-27.852176670"
"12175","make a go of","46","-9.623461723","-2.617468834","-31.942575450"
"12177","make a killing","73","21.057931900","-4.632518291","-28.434635160"
"12179","make a leg","61","-48.718811040","-23.475143430","7.727793694"
"12181","make a light","39","-3.671648502","6.237883568","-13.052334790"
"12183","make all the difference","21","-7.006792068","-3.231107950","-27.678936000"
"12185","make a meal of","49","27.725698470","5.675532341","3.745093822"
"12187","make amends","61","1.179085851","-1.109940886","-42.285198210"
"12189","make a mockery of","61","25.922693250","1.866853833","9.425067902"
"12191","make a monkey out of","61","27.607496260","0.619473457","4.626610756"
"12193","make a mountain out of a molehill","61","27.043277740","4.492084026","-0.952429712"
"12195","make a move","39","-21.934989930","-17.031028750","-19.058065410"
"12197","make a name for oneself","29","-9.846820831","0.417452365","-29.836284640"
"12199","make an appearance","16","-13.488135340","8.336840630","-24.449831010"
"12201","make an ass of","28","26.053386690","1.293782592","3.630263090"
"12203","make an example of","28","16.928005220","-12.694709780","5.061382771"
"12205","make an exhibition of oneself","61","24.364265440","0.366186231","2.006440639"
"12207","make an honest woman","61","12.320075990","-25.453632350","-29.159910200"
"12209","make a night of it","46","-47.416343690","14.329760550","-1.394983649"
"12211","make a pig of oneself","41","40.800029750","-20.142669680","3.474679708"
"12213","make a pig's ear of","13","41.649425510","-19.637109760","4.484313965"
"12215","make a point","12","-0.065924607","4.252345085","-25.396738050"
"12217","make a run for it","57","-21.665777210","-21.260183330","-8.552914619"
"12219","make a scene","28","22.710571290","1.931495070","4.505755901"
"12221","make a show of oneself","61","23.169689180","0.550202787","1.497372031"
"12223","make a silk purse of a sow's ear","13","42.468441010","-19.073572160","5.371655464"
"12225","make a spectacle of oneself","61","23.245487210","1.353961706","2.697693110"
"12227","make a splash","39","-0.692996979","2.846517086","-1.188404441"
"12229","make a virtue of necessity","46","-7.211886406","-0.440243810","-36.356182100"
"12231","make baby Jesus cry","28","15.878485680","-3.340938807","13.181058880"
"12233","make beautiful music together","69","4.847061634","-12.527415280","-40.146595000"
"12235","make believe","61","26.033582690","4.872035980","-3.180469751"
"12237","make book","33","13.774147990","-6.019319534","-32.169471740"
"12239","make bricks without straw","42","-11.826496120","-1.105458379","23.135982510"
"12241","make do","46","-2.443359375","-1.765573502","-37.511810300"
"12243","make do and mend","46","-2.397188425","-1.699658275","-38.515941620"
"12245","make ends meet","73","-1.805015922","-0.065729208","-36.754028320"
"12247","make faces","61","21.033758160","1.783981919","8.243432999"
"12249","make for","16","-11.338248250","-5.471927166","-29.892137530"
"12251","make fun of","61","26.882574080","1.738000631","10.213207240"
"12253","make game of","61","27.132621770","1.197376251","8.404493332"
"12255","make garden","70","1.608369231","4.006817818","-37.769664760"
"12257","make good on","46","2.305661678","1.329765558","-43.233047490"
"12259","make ground","39","-17.382320400","-6.761735916","-27.937894820"
"12261","make happen","39","-11.015747070","-3.247751951","-27.355747220"
"12263","make hard work of","49","-14.241449360","-17.554298400","30.524965290"
"12265","make haste slowly","15","-39.737506870","-2.274704695","-1.394883990"
"12267","make hay","46","-5.339521408","0.768994570","-34.501934050"
"12269","make hay while the sun shines","46","-27.417024610","11.577984810","-11.671342850"
"12271","make head or tail of","89","-6.323342800","-0.827798188","-14.709796910"
"12273","make headway","46","-14.723918910","-4.485478401","-28.877273560"
"12275","make heavy going of","49","-13.788056370","-17.110538480","32.187461850"
"12277","make heavy weather","1","-12.472508430","-16.062740330","32.147724150"
"12279","make history","39","-8.561034203","-0.727391958","-27.246280670"
"12281","make interesting","39","-2.805772781","1.143772364","-2.362503052"
"12283","make it","46","-12.052028660","-2.738330841","-30.111488340"
"12285","make it rain","73","-6.773881435","-15.875566480","41.831741330"
"12287","make it snappy","43","-35.126094820","2.123369694","-28.112968440"
"12289","make it up as one goes along","29","0.382857263","11.572280880","-24.579675670"
"12291","make it up to","61","1.455907702","-0.542026281","-42.927768710"
"12293","make light of","61","28.081342700","3.122539282","8.268809319"
"12295","make light work of","24","-31.057600020","2.857990742","-32.631786350"
"12297","make like a banana and split","57","-11.087913510","-39.223670960","-13.444844250"
"12299","make like a tree and leave","57","-10.549323080","-39.975788120","-13.699324610"
"12301","make matters worse","28","-11.048941610","-13.088812830","31.950843810"
"12303","make mention of","2","-11.672750470","13.632203100","-17.513376240"
"12305","make mincemeat out of","48","27.447654720","5.631447792","5.007180214"
"12307","make news","39","-3.092365742","1.747724295","-1.345454216"
"12309","make no bones about","27","1.749485493","36.051429750","-23.319149020"
"12311","make one's bed","29","8.659366608","-32.241153720","0.271130204"
"12313","make one's bed and lie in it","29","8.612207413","-32.572849270","0.898352206"
"12315","make one's bones","46","-24.235166550","-7.449160576","31.900341030"
"12317","make one's bow","29","8.529457092","-13.478142740","-9.962836266"
"12319","make oneself at home","70","-10.861978530","33.878353120","9.785211563"
